0	8.67129e-36	4.5709e-41	8.67108e-36	261905	4.5709e-41	8.67134e-36
0.01	0.000610729	-2.8135e-05	8.31561e-07	0.000960806	-0.00713068	0.213669
0.02	0.000567931	4.83004e-06	-6.89304e-07	-0.00104303	-0.00839771	0.203997
0.03	0.000587	-3.48401e-05	-5.79286e-06	0.000606448	-0.0146251	0.200683
0.04	0.000547303	-1.9389e-05	-1.66847e-05	-0.0010382	-0.0163605	0.19551
0.05	0.000644407	1.90216e-06	-2.12753e-06	0.000425818	-0.014027	0.188104
0.06	0.000803532	-0.000572624	-6.47616e-05	-0.0159844	-0.0150319	0.271349
0.07	0.00046754	2.77253e-05	-4.28659e-06	1.22307e-05	-0.0120188	0.177395
0.08	0.000696994	-0.000303419	-3.01806e-05	-0.000302287	-0.0138038	0.194836
0.09	0.000902868	-0.000118198	-3.75876e-05	-0.00093909	-0.0183103	0.210938
0.1	0.00111622	-0.00082697	-1.26856e-06	-0.0170763	-0.0177948	0.268513
0.11	0.000585669	-0.000168115	-5.08318e-06	-0.00210575	-0.0102374	0.188394
0.12	-7.00963e-05	-9.24631e-05	5.21707e-05	0.000392185	-0.00628077	0.185862
0.13	0.000824112	-0.000644949	4.00104e-05	-0.015246	-0.0191551	0.229818
0.14	0.00197463	0.00026154	0.000122316	-0.00370106	-0.0133958	0.234349
0.15	0.00131394	0.000223695	-1.97182e-05	0.00789099	-0.00874497	0.19628
0.16	0.00126451	-0.000322183	-5.68535e-05	-0.00195918	-0.0143051	0.189209
0.17	0.0013591	-2.49178e-05	4.53331e-05	-0.00835359	-0.0142367	0.215801
0.18	0.00146315	0.000494146	-6.17082e-05	0.0101419	-0.0267426	0.226229
0.19	0.00202563	0.000943101	-0.000112517	0.0159118	-0.0267005	0.218685
0.2	0.000537962	-0.0001567	-1.55676e-05	-0.00575109	-0.00972619	0.145398
0.21	0.000495807	-0.000105745	-9.94207e-06	-0.00525418	-0.00883159	0.1477
0.22	0.00123559	9.96764e-05	-2.64232e-06	0.00429508	-0.0192731	0.19313
0.23	0.00216498	-8.24116e-05	4.63429e-05	0.00280563	-0.0251239	0.232933
0.24	0.0012885	0.000760161	2.80695e-05	0.0164239	-0.0198322	0.189219
0.25	0.000482436	-0.000198546	-2.78612e-05	-0.00291246	-0.00819991	0.171584
0.26	0.0016648	-0.00041772	5.2341e-05	-0.00803749	-0.0185087	0.198413
0.27	0.00115534	0.000387708	-0.000124224	0.0116998	-0.00719266	0.16725
0.28	0.00171808	0.000339307	-5.18281e-05	0.00828162	-0.0247345	0.211201
