0.000381032	0.000219786	3.46249e-05	-0.0208113	0.0507835	-0.0208802
-0.000419142	-0.000196403	-1.24246e-05	0.0171902	-0.057678	0.0196228
0.000380686	0.000220062	3.45865e-05	-0.0208452	0.0507456	-0.0208649
-0.000418453	-0.000196855	-1.23273e-05	0.0172619	-0.0576132	0.019657
0.000143803	0.000130547	-4.33204e-05	-0.00463871	0.00766794	-0.0205725
-0.000331185	-0.000164219	1.64574e-05	0.011345	-0.0416845	0.0197095
0.000195997	0.00016567	0.000159715	-0.0111011	0.0173537	-0.020699
-0.000129124	-0.000119639	-0.000242521	0.0027692	-0.00529593	0.0207584
-0.000112926	5.8032e-05	0.000162396	0.00863507	-0.0388756	-0.0209681
-0.000153081	-0.000125872	-0.000224021	0.00391507	-0.00947634	0.0206817
0.00015146	0.000116602	0.000259783	-0.00206299	0.00904388	-0.0207392
5.50571e-05	-1.34764e-05	-0.000156525	-0.0165368	0.028533	0.0202815
0.000171968	0.000165858	0.000169846	-0.011401	0.0128153	-0.0199873
-0.000413007	0.000130178	-0.000176374	-0.0425372	-0.0562773	0.0203499
0.000102128	-0.000294249	0.000136945	0.0722651	0.000358507	-0.0199228
-0.000204551	-0.000238094	-7.88361e-05	0.0243326	-0.0190075	0.0210406
-0.000109393	0.000189761	8.66934e-06	-0.0157985	-0.0382556	-0.0202525
-6.49549e-06	-6.4261e-06	0.00015782	-0.0177272	0.0175374	0.0201113
-8.1134e-05	0.00020979	-0.000309673	-0.0189236	-0.0331385	-0.0201844
0.000197862	-0.000589701	0.000391148	0.0880443	0.0542054	0.0206511
-3.41935e-05	0.000741978	-0.000313645	-0.115685	-0.0245571	-0.0205659
-0.000295887	-0.000145312	8.33204e-05	0.00780037	-0.0353722	0.0196242
0.000131445	-0.000361481	0.000200823	0.0847796	0.00560565	-0.0203401
-0.000248946	-3.49772e-05	-0.000189091	0.00223626	-0.026994	0.0212537
-0.000442986	0.000190844	-0.000256059	-0.0750544	-0.0520462	0.0302429
0.000493958	0.000223818	0.000333402	0.020904	0.0269541	-0.0678587
-0.000155583	-0.000169931	-5.27755e-05	-0.00208473	0.0266978	0.0581709
1.57199e-06	-1.68698e-05	-2.68704e-05	0.0200444	-0.0566962	-0.060019
-0.000518114	0.000144018	-0.000155324	-0.047558	-0.0369066	0.0611477
0.000441777	-0.000400561	0.000184847	0.0934158	0.0230738	-0.060895
-0.000307355	0.000256907	-8.47225e-05	-0.0672194	0.00114338	0.0616131
0.000546239	-0.000182598	0.000203056	0.0541318	0.0424977	-0.0613471
-0.000523814	0.00038736	-0.000173465	-0.0910905	-0.0379814	0.0618828
0.00016152	3.92248e-05	-0.000145877	0.0134767	-0.0272997	-0.0596757
-0.000495583	-0.000491632	0.000241884	0.0694328	-0.0339086	0.0606573
0.000497737	0.000441529	-0.000163643	-0.0598837	0.0343003	-0.0604059
-0.000528354	-0.000435507	0.0001986	0.0593646	-0.0398538	0.060715
0.000362522	0.000236817	-0.000201269	-0.0227745	0.00968048	-0.0605891
-0.000348283	9.8051e-05	0.000119874	-0.0371468	-0.00687361	0.0599637
0.00038301	-0.000347361	3.33061e-06	0.0450366	0.0125829	-0.0608748
